@RELATION mark1
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {ah_drakht_boht_sohna_lag_reha,ah_gana_download_kar,balli_ik_kam_kar,kuch_nava_try_karo,last_sample,mausam_vadia_ajj,parkhin_na_pahunch_jatt_di,tathe_nu_phone_la,thoda_ja_lamba_phrase}

@DATA
0.014564,0.020740,3.117687,0.086043,0.169380,0.054695,0.008753,0.019601,-25.950946,2.740286,0.571696,0.947197,0.073953,0.117405,0.179044,0.220590,-0.000679,0.223017,-0.059970,0.068114,0.098911,0.004675,0.000822,0.051197,0.019964,0.034689,0.004957,0.036739,0.001471,0.002283,0.017474,0.123509,0.001098,0.043589,0.005525,0.010309,0.099625,0.023577,0.033243,0.037991,0.004355,0.012725,1.182553,0.389294,0.326310,0.259731,0.243511,0.172325,0.284954,0.192389,0.165054,0.204477,0.187809,0.164378,0.148984,0.003547,0.000882,0.026481,0.016118,0.017525,0.005517,0.017592,0.002485,0.002478,0.013839,0.047231,0.001186,0.009618,300.000000,0.150685,ah_gana_download_kar
0.014209,0.040569,3.045520,0.096969,0.186216,0.047076,0.009496,0.017952,-24.880255,2.559832,0.345951,0.980170,0.092188,0.149858,0.178317,0.231320,0.031652,0.205158,0.038655,0.055177,0.105690,0.004679,0.000747,0.060567,0.008325,0.033365,0.004355,0.119595,0.001027,0.003438,0.006481,0.088785,0.000907,0.047853,0.005440,0.019158,0.155632,0.018222,0.020828,0.027140,0.006098,0.008830,0.989313,0.259303,0.268457,0.223638,0.251583,0.203857,0.214428,0.162340,0.145827,0.171284,0.136775,0.131734,0.176320,0.004313,0.000746,0.038527,0.007004,0.021769,0.004722,0.053902,0.001552,0.007293,0.005833,0.046127,0.001135,0.010837,400.000000,0.159420,ah_gana_download_kar
0.020274,0.025928,3.038686,0.102402,0.185372,0.067005,0.008429,0.020433,-25.232708,2.291460,0.351152,1.112741,0.082242,0.122985,0.114741,0.161343,0.115540,0.150466,0.056047,0.032173,0.078204,0.006520,0.001186,0.077245,0.010770,0.043289,0.002828,0.141305,0.001131,0.002589,0.008325,0.033953,0.001225,0.050117,0.008396,0.021230,0.133810,0.022715,0.031655,0.034709,0.003854,0.015160,1.458967,0.304205,0.475069,0.228246,0.282652,0.209786,0.306840,0.230173,0.164004,0.150535,0.178831,0.137486,0.151132,0.005871,0.001134,0.046196,0.012174,0.030041,0.003510,0.083663,0.002614,0.002865,0.008512,0.023438,0.001721,0.018634,300.000000,0.120000,ah_gana_download_kar
0.020236,0.000959,2.934630,0.110595,0.195264,0.087910,0.009010,0.014368,-33.097697,2.300663,0.714358,1.041260,0.085057,0.108762,0.034447,0.214010,0.112065,0.093672,-0.062372,-0.023403,0.127397,0.008848,0.000929,0.094819,0.012192,0.044791,0.006317,0.107295,0.000716,0.001628,0.006241,0.044002,0.001589,0.046298,0.008013,0.003745,0.240866,0.021770,0.022213,0.037970,0.005082,0.009686,1.567266,0.361515,0.406146,0.307307,0.216956,0.206344,0.297850,0.200436,0.167295,0.149745,0.153655,0.147894,0.154906,0.007719,0.000822,0.052636,0.017551,0.031775,0.007214,0.056281,0.001915,0.001938,0.004498,0.031733,0.002499,0.011181,300.000000,0.150000,balli_ik_kam_kar
0.018058,0.013929,2.976943,0.112008,0.198568,0.080312,0.010771,0.014549,-26.531213,2.327995,0.737621,1.108860,0.116113,0.193898,0.150949,0.290890,0.167739,0.181645,0.091191,0.038695,0.091095,0.004234,0.000633,0.078327,0.007980,0.080351,0.003297,0.083984,0.000436,0.000956,0.009048,0.032093,0.002652,0.042331,0.010270,0.016490,0.163270,0.026793,0.030107,0.053791,0.005137,0.012632,1.517160,0.320492,0.402238,0.361837,0.207210,0.200709,0.275473,0.166343,0.197212,0.148124,0.163428,0.130977,0.130542,0.003586,0.000640,0.044412,0.012412,0.045903,0.003786,0.057573,0.000696,0.000953,0.007585,0.028606,0.006215,0.009750,171.428571,0.125000,balli_ik_kam_kar
0.019056,0.012729,2.969357,0.103880,0.189048,0.084814,0.009104,0.015396,-26.489249,2.475343,0.867574,1.008966,0.067394,0.107772,-0.014821,0.314104,0.105939,0.194531,-0.021145,-0.001616,0.023539,0.010452,0.001452,0.065519,0.007561,0.052472,0.005229,0.100299,0.000414,0.002107,0.019250,0.039695,0.002518,0.039559,0.005831,0.010251,0.140346,0.019734,0.021224,0.047806,0.004399,0.008951,1.101658,0.259893,0.469158,0.363361,0.257013,0.208047,0.285115,0.175581,0.178432,0.160981,0.162964,0.150403,0.134907,0.009252,0.002029,0.036137,0.007632,0.034558,0.004870,0.058414,0.000709,0.002576,0.013952,0.029618,0.002846,0.011474,240.000000,0.134328,balli_ik_kam_kar
0.021922,0.027693,2.980950,0.121331,0.206186,0.115355,0.008553,0.019177,-25.595861,2.328917,0.725756,1.040292,0.003744,0.129164,0.025474,0.180112,0.114103,0.175381,0.006450,-0.001335,0.010851,0.010111,0.001114,0.083225,0.008644,0.046753,0.007490,0.103992,0.000590,0.002169,0.009794,0.045270,0.001906,0.043368,0.009217,0.030424,0.164663,0.027895,0.023496,0.092221,0.004326,0.017420,1.236117,0.443255,0.350222,0.295829,0.235890,0.252559,0.295393,0.185527,0.169276,0.157322,0.135744,0.140131,0.153240,0.008890,0.001277,0.046384,0.012589,0.036364,0.015610,0.061900,0.001031,0.002185,0.008074,0.033170,0.002469,0.010818,240.000000,0.144928,balli_ik_kam_kar
0.019548,0.022992,2.986978,0.104619,0.192806,0.069179,0.010363,0.013294,-25.617984,2.492876,0.728773,1.027350,0.062696,0.174814,-0.048858,0.263389,0.202597,0.164784,0.029307,-0.036354,0.035939,0.009941,0.001076,0.092171,0.008560,0.044253,0.004714,0.079754,0.000306,0.002578,0.018150,0.048473,0.002363,0.039946,0.009076,0.023183,0.174933,0.023487,0.025299,0.035380,0.005443,0.005865,1.189188,0.378009,0.285516,0.399086,0.229931,0.196064,0.287353,0.204661,0.142473,0.131982,0.147803,0.140761,0.132371,0.009883,0.001410,0.045322,0.011842,0.033105,0.007999,0.043545,0.000363,0.003800,0.016424,0.036610,0.003996,0.006893,240.000000,0.114286,balli_ik_kam_kar
0.019684,0.020068,2.949559,0.107275,0.191475,0.082061,0.009273,0.017877,-25.898614,2.340552,0.570430,0.987068,-0.042976,0.055571,-0.131702,0.227431,0.217710,0.251812,0.046488,0.024445,0.100403,0.006636,0.000959,0.064686,0.012644,0.044215,0.008804,0.106378,0.000578,0.001783,0.008409,0.068406,0.002788,0.045358,0.006385,0.024876,0.188259,0.024636,0.024196,0.061859,0.005077,0.013575,1.344879,0.366771,0.378611,0.288913,0.230068,0.196551,0.260424,0.176002,0.184549,0.145951,0.158213,0.132114,0.141421,0.005056,0.000981,0.045167,0.017584,0.032862,0.012916,0.068760,0.001127,0.001687,0.006913,0.046155,0.004604,0.011989,300.000000,0.109589,balli_ik_kam_kar
0.020372,0.020255,2.982109,0.108041,0.192645,0.093697,0.010353,0.015941,-25.756122,2.343767,0.702361,0.963398,0.071225,0.051084,-0.133521,0.197705,0.105818,0.268094,-0.006516,0.075863,0.053253,0.008211,0.001262,0.076210,0.008509,0.040677,0.004890,0.130994,0.000430,0.002167,0.007975,0.046930,0.001872,0.048325,0.006295,0.021697,0.154534,0.028080,0.025219,0.054125,0.005697,0.008022,1.264584,0.318301,0.430013,0.283120,0.244836,0.178134,0.343147,0.169182,0.205514,0.125343,0.132027,0.141419,0.125348,0.005362,0.001759,0.044660,0.013535,0.030239,0.007534,0.081298,0.000641,0.001997,0.006865,0.037558,0.002425,0.014308,240.000000,0.128571,balli_ik_kam_kar
0.019064,0.015441,2.986755,0.109006,0.192350,0.083469,0.009723,0.015517,-26.065526,2.383153,0.725149,0.985898,-0.016299,0.085829,0.038660,0.237596,0.082232,0.163818,0.011458,0.044282,0.081722,0.007042,0.001418,0.062844,0.009546,0.057151,0.005999,0.128071,0.000856,0.002927,0.007794,0.034343,0.002494,0.046529,0.008226,0.010702,0.146510,0.027349,0.027238,0.051174,0.004831,0.007715,0.806955,0.276575,0.389935,0.353678,0.205205,0.206831,0.232400,0.135071,0.193964,0.144555,0.136161,0.157751,0.124602,0.006687,0.001462,0.046330,0.014223,0.038311,0.005904,0.070903,0.001669,0.003204,0.007200,0.027908,0.003882,0.012497,240.000000,0.185714,balli_ik_kam_kar
0.020924,0.030096,3.000675,0.105155,0.189170,0.082374,0.008889,0.016621,-25.044132,2.279829,0.722125,1.046984,-0.025538,0.071462,0.005498,0.224504,0.091189,0.203767,0.014642,0.025409,0.054216,0.006844,0.001483,0.106220,0.009722,0.042432,0.006671,0.115741,0.000575,0.001852,0.006597,0.036348,0.002137,0.046986,0.009155,0.022897,0.132460,0.019397,0.022333,0.037707,0.004179,0.008901,0.913793,0.346253,0.421517,0.299391,0.230947,0.177336,0.305347,0.163828,0.177662,0.123098,0.153562,0.128860,0.139607,0.005575,0.002293,0.056446,0.012128,0.030811,0.011095,0.054499,0.000752,0.001513,0.005822,0.025568,0.003553,0.013047,133.333333,0.173913,balli_ik_kam_kar
0.019941,0.013044,2.992876,0.102997,0.182757,0.084833,0.009273,0.015547,-25.968938,2.180781,0.584676,1.031471,0.008482,0.128495,0.012024,0.204106,0.169918,0.202109,-0.015091,0.058020,0.068664,0.007521,0.001747,0.095759,0.009567,0.040427,0.008284,0.113453,0.000539,0.002190,0.008056,0.046303,0.001891,0.048184,0.005590,0.011319,0.148714,0.016026,0.022126,0.032971,0.004193,0.008780,1.148303,0.316068,0.391231,0.310523,0.241242,0.183305,0.293742,0.166174,0.198702,0.164962,0.179714,0.163773,0.113521,0.005604,0.002568,0.060809,0.012882,0.034146,0.013968,0.076444,0.000683,0.002154,0.007791,0.041782,0.003764,0.015285,300.000000,0.117647,balli_ik_kam_kar
0.018958,0.027611,2.959271,0.105663,0.187182,0.083731,0.011912,0.013536,-25.240878,2.174306,0.761435,0.931359,0.016657,0.038372,0.062590,0.238096,0.215766,0.083324,0.060389,0.032844,0.058305,0.006619,0.001035,0.103098,0.010396,0.034396,0.004517,0.153845,0.000596,0.002478,0.010481,0.031037,0.001482,0.056693,0.007508,0.023469,0.197742,0.022297,0.024301,0.039145,0.007663,0.008087,1.050605,0.358934,0.354983,0.294649,0.247573,0.173170,0.222372,0.179021,0.171843,0.132373,0.166234,0.154839,0.149791,0.007454,0.001044,0.057725,0.015851,0.033842,0.007419,0.087764,0.001316,0.005654,0.015449,0.024270,0.001890,0.015871,300.000000,0.153846,balli_ik_kam_kar
0.029242,0.019609,3.006426,0.125758,0.201745,0.159756,0.022380,0.026195,-26.532106,2.191706,0.640272,0.950121,0.051315,0.026573,-0.034646,0.244664,0.156854,0.080117,-0.034062,0.011342,0.071623,0.008429,0.001569,0.077234,0.006602,0.039708,0.006123,0.090133,0.000641,0.002190,0.013362,0.052134,0.002931,0.040870,0.015875,0.024364,0.191502,0.040060,0.035188,0.178436,0.061649,0.030074,2.822083,0.492191,0.462628,0.351877,0.271716,0.196243,0.226685,0.174632,0.156383,0.172827,0.156148,0.154103,0.176292,0.006729,0.001514,0.053356,0.006369,0.031659,0.007122,0.056857,0.001060,0.002201,0.014738,0.040663,0.004811,0.011607,300.000000,0.228070,kuch_nava_try_karo
0.027601,0.010542,2.970569,0.110191,0.183863,0.167249,0.026488,0.034044,-29.290189,2.205953,0.495674,0.867360,-0.110772,-0.010975,0.220611,0.245452,0.247843,0.273670,0.046701,0.098878,0.007666,0.006393,0.002497,0.070787,0.008066,0.035002,0.003984,0.124567,0.001679,0.002818,0.007934,0.035715,0.002512,0.047292,0.025131,0.012390,0.224736,0.034734,0.042907,0.264943,0.062861,0.044709,3.231053,0.717198,0.551708,0.343236,0.383057,0.437460,0.278503,0.245195,0.210808,0.185850,0.156934,0.144542,0.147879,0.008488,0.004152,0.054639,0.007252,0.035006,0.006797,0.098186,0.002351,0.004812,0.009248,0.034647,0.004106,0.021283,240.000000,0.180000,kuch_nava_try_karo
0.020652,0.029545,3.020057,0.093006,0.156073,0.156844,0.051350,0.017136,-29.670957,1.938046,0.475348,0.718210,-0.009575,0.095746,0.023116,0.180438,0.079220,0.101229,0.094056,-0.031871,0.065332,0.005772,0.000847,0.063653,0.011129,0.075324,0.004813,0.071909,0.000367,0.001140,0.014670,0.032104,0.002275,0.042624,0.014843,0.028260,0.278849,0.047361,0.070038,0.121942,0.151080,0.017862,7.477846,0.808062,0.462901,0.498586,0.247969,0.219939,0.183353,0.173037,0.142313,0.138934,0.152707,0.173250,0.149650,0.006592,0.000861,0.061498,0.009525,0.057395,0.007399,0.065090,0.000489,0.001048,0.015983,0.030423,0.005178,0.009655,200.000000,0.140845,kuch_nava_try_karo
0.030551,0.023462,3.008319,0.130765,0.206729,0.167427,0.008082,0.025439,-25.552880,2.187073,0.693428,0.968364,0.053755,0.078356,0.037242,0.179661,0.125004,0.090357,0.018769,-0.050987,0.107952,0.009906,0.001455,0.074139,0.009586,0.040483,0.005977,0.094131,0.000476,0.001627,0.010060,0.061054,0.002175,0.041647,0.017025,0.017132,0.167426,0.025782,0.019805,0.167986,0.004507,0.027568,1.101359,0.404013,0.361143,0.300418,0.242950,0.200253,0.214172,0.162640,0.149589,0.130567,0.135252,0.143688,0.135232,0.008826,0.002140,0.043055,0.008404,0.028706,0.007298,0.054804,0.000485,0.001566,0.011254,0.040686,0.003061,0.009887,200.000000,0.112676,kuch_nava_try_karo
0.031027,0.015243,3.010014,0.126929,0.203337,0.178356,0.009460,0.026512,-26.338506,2.229497,0.715409,0.894756,0.030477,0.029031,0.081350,0.182564,0.097843,0.041712,-0.023593,-0.059243,0.071276,0.011131,0.001505,0.067464,0.010168,0.036253,0.007277,0.104187,0.000428,0.002028,0.011631,0.054963,0.002407,0.041809,0.016188,0.013398,0.158429,0.024243,0.016564,0.181348,0.006301,0.025589,0.918019,0.475917,0.367275,0.273026,0.263846,0.236224,0.240688,0.193045,0.178550,0.167880,0.153840,0.161124,0.141781,0.009747,0.001490,0.043103,0.009862,0.026873,0.007293,0.063397,0.000407,0.002735,0.017797,0.030913,0.003021,0.011155,133.333333,0.123077,kuch_nava_try_karo
0.030119,0.018912,3.011198,0.129438,0.203126,0.196492,0.008910,0.031337,-25.842289,2.176125,0.733581,0.905996,-0.013654,0.078472,0.056559,0.196779,0.095013,0.129871,0.027837,-0.036866,0.042377,0.010490,0.002524,0.098323,0.010510,0.037977,0.006364,0.071525,0.000597,0.002045,0.011039,0.049547,0.002246,0.040364,0.021014,0.017572,0.175093,0.033266,0.021525,0.245048,0.005250,0.046197,1.393830,0.513718,0.418938,0.361061,0.354815,0.225581,0.259719,0.148108,0.162798,0.176425,0.180256,0.158717,0.124406,0.009446,0.004381,0.053946,0.009981,0.028239,0.007375,0.046399,0.000670,0.002606,0.009586,0.031991,0.004002,0.010856,300.000000,0.232877,kuch_nava_try_karo
0.032486,0.024203,2.984347,0.130734,0.200170,0.207766,0.009372,0.029265,-25.365501,2.215584,0.791191,0.856266,-0.008374,-0.012768,0.104072,0.133754,0.069978,0.065464,0.024257,0.068112,0.042732,0.011381,0.001479,0.076485,0.008532,0.037451,0.007032,0.078425,0.000667,0.002499,0.015331,0.055543,0.002779,0.038037,0.015407,0.017832,0.220715,0.035651,0.027351,0.189062,0.005737,0.022689,1.156769,0.459647,0.393036,0.304662,0.302832,0.207613,0.294887,0.182035,0.166857,0.188297,0.173842,0.134004,0.170585,0.009542,0.001798,0.038876,0.009358,0.031494,0.006749,0.044509,0.000741,0.002457,0.018898,0.038380,0.004881,0.008990,600.000000,0.102941,kuch_nava_try_karo
0.009059,0.031755,3.004901,0.068171,0.160592,0.013594,0.015713,0.013596,-26.643860,4.444304,-0.071090,0.827894,0.247189,-0.264583,0.135897,0.254819,0.076994,0.122151,0.015522,0.084967,0.061599,0.008130,0.001551,0.068019,0.010094,0.044144,0.006614,0.091023,0.000259,0.002478,0.016850,0.063217,0.003646,0.040664,0.002587,0.021234,0.146061,0.026666,0.035977,0.014355,0.007616,0.003167,1.330370,0.874560,0.546602,0.348409,0.258650,0.244315,0.208988,0.158169,0.135871,0.156877,0.167587,0.127158,0.136475,0.006870,0.002397,0.044501,0.009333,0.027512,0.007569,0.050702,0.000600,0.003179,0.018705,0.036608,0.006957,0.007956,200.000000,0.141176,kuch_nava_try_karo
0.020856,0.027441,3.006783,0.100391,0.180489,0.095831,0.009916,0.021022,-25.061462,2.532130,0.547176,0.999428,0.054230,0.046589,0.025343,0.286660,0.192525,0.044149,0.057599,0.079190,0.130174,0.007251,0.001546,0.081035,0.007114,0.050139,0.005832,0.094395,0.000769,0.003767,0.010661,0.047307,0.003053,0.042851,0.012806,0.018866,0.123843,0.025570,0.022736,0.145957,0.005157,0.024742,0.872950,0.399265,0.380321,0.309653,0.312534,0.241286,0.219442,0.168553,0.181577,0.171050,0.150553,0.163824,0.129236,0.005399,0.002447,0.057833,0.008229,0.030263,0.006831,0.054603,0.001122,0.007651,0.014165,0.034194,0.003775,0.014795,300.000000,0.101695,kuch_nava_try_karo
0.022399,0.030191,3.052728,0.105865,0.182847,0.112258,0.007708,0.023488,-24.693101,2.485168,0.711012,1.008819,-0.046841,-0.073526,0.036461,0.202805,0.161784,0.064098,-0.002391,0.075955,0.096987,0.008478,0.001910,0.061811,0.007108,0.041258,0.011068,0.085747,0.000625,0.004570,0.018660,0.049631,0.003672,0.035125,0.008124,0.020951,0.148293,0.022008,0.023312,0.098517,0.003528,0.012491,0.917995,0.327503,0.364742,0.319398,0.267051,0.230825,0.232551,0.182262,0.154035,0.150797,0.155455,0.157023,0.157006,0.007774,0.002338,0.036580,0.006750,0.027815,0.010988,0.041131,0.000767,0.006421,0.015245,0.030354,0.005161,0.007212,300.000000,0.257143,kuch_nava_try_karo
0.034589,0.000989,2.999937,0.123176,0.192809,0.226556,0.008990,0.041500,-32.353560,2.128253,0.619940,0.979692,-0.047600,0.048064,0.047609,0.138118,0.065859,0.160070,0.021888,0.025825,0.038390,0.010895,0.002221,0.063064,0.007954,0.033582,0.007530,0.123084,0.001062,0.003023,0.009538,0.038944,0.003013,0.041597,0.025718,0.003628,0.276202,0.041007,0.025610,0.304293,0.005202,0.056719,1.578843,0.377837,0.386159,0.312603,0.340923,0.226268,0.219971,0.224200,0.207685,0.168135,0.212671,0.169592,0.150847,0.009640,0.002868,0.042895,0.009232,0.026539,0.007710,0.054610,0.002190,0.003919,0.008666,0.024185,0.005327,0.011870,200.000000,0.171875,last_sample
0.033719,0.022110,3.034017,0.128205,0.188092,0.207481,0.006791,0.030505,-25.315945,2.062101,0.738651,1.008110,0.090735,0.154328,0.087930,0.083679,0.087846,0.182075,-0.009171,0.045764,0.034429,0.010252,0.001316,0.058890,0.009516,0.055337,0.005945,0.112412,0.000843,0.002472,0.008575,0.036217,0.002804,0.040709,0.016725,0.016907,0.150432,0.031665,0.020875,0.177662,0.003183,0.030066,0.933008,0.405894,0.436144,0.282032,0.353262,0.221772,0.266755,0.177633,0.185331,0.184944,0.143689,0.173575,0.146849,0.010153,0.002264,0.036658,0.011437,0.034669,0.007476,0.063998,0.001439,0.002328,0.008198,0.022942,0.003780,0.011842,200.000000,0.128571,last_sample
0.035935,0.032867,3.052027,0.126375,0.181435,0.234903,0.006939,0.030127,-24.317221,2.087231,0.811544,0.829193,0.018008,0.203927,0.126747,0.113840,0.168036,0.122993,-0.009890,0.034627,-0.014228,0.010979,0.001508,0.061234,0.007085,0.045224,0.007521,0.100928,0.000765,0.002959,0.012510,0.043357,0.005484,0.039483,0.019374,0.024621,0.120557,0.026579,0.017773,0.177401,0.003368,0.032274,1.028030,0.388330,0.341020,0.302447,0.326794,0.206223,0.204284,0.188811,0.155147,0.169395,0.151866,0.147483,0.142498,0.011865,0.001957,0.044671,0.007621,0.031963,0.009218,0.054866,0.000860,0.003219,0.017765,0.029697,0.008831,0.009959,300.000000,0.146667,last_sample
0.031216,0.019358,3.013289,0.124356,0.196697,0.184589,0.008526,0.032290,-26.072903,2.272621,0.688941,0.945248,-0.045030,0.161513,0.065776,0.106006,0.098511,0.121378,0.042631,-0.008361,0.052408,0.011953,0.001276,0.078321,0.009390,0.040122,0.006846,0.102075,0.000578,0.002396,0.011863,0.044008,0.002770,0.041824,0.020117,0.021699,0.140009,0.037394,0.026933,0.215922,0.004669,0.036892,1.399493,0.463519,0.451317,0.376684,0.360649,0.258530,0.196292,0.194017,0.211280,0.161559,0.151311,0.181342,0.149062,0.009773,0.001526,0.050980,0.010998,0.028377,0.007916,0.063916,0.000783,0.002685,0.013468,0.032237,0.004108,0.011244,240.000000,0.107692,last_sample
0.031390,0.017770,3.002205,0.124542,0.197976,0.187693,0.008643,0.034195,-26.400444,2.294579,0.657990,0.992356,0.011542,0.113114,0.064465,0.108876,0.050761,0.109247,0.036627,-0.022760,0.063749,0.010938,0.001154,0.069132,0.008499,0.040215,0.009348,0.111408,0.000994,0.001751,0.008179,0.043563,0.003861,0.042849,0.022785,0.023057,0.187360,0.038519,0.026124,0.221489,0.004349,0.036520,1.406173,0.369603,0.445872,0.349851,0.317152,0.235243,0.195927,0.183964,0.203324,0.173299,0.162189,0.177442,0.161328,0.008900,0.001514,0.047855,0.009344,0.027769,0.011352,0.060251,0.001869,0.001806,0.009299,0.028664,0.006425,0.010752,240.000000,0.089552,last_sample
0.029023,0.021215,3.006441,0.116995,0.190886,0.173433,0.007716,0.031155,-25.702535,2.272757,0.600758,0.894635,0.010604,0.110688,0.054565,0.160193,0.087047,0.128689,0.076408,0.055771,0.055445,0.012257,0.001250,0.067295,0.006238,0.045996,0.009696,0.098931,0.001561,0.002723,0.008067,0.043021,0.004947,0.038118,0.016395,0.015973,0.177934,0.032239,0.022254,0.202409,0.003771,0.034303,1.266251,0.390518,0.309318,0.341012,0.314493,0.236311,0.264965,0.170733,0.185169,0.165861,0.123295,0.168299,0.162035,0.013421,0.001229,0.045823,0.007276,0.031275,0.008944,0.052185,0.003440,0.002873,0.006917,0.024692,0.005756,0.010678,133.333333,0.129032,last_sample
0.025718,0.020184,3.015506,0.117147,0.189268,0.162155,0.008276,0.027889,-25.696519,2.096806,0.580118,0.967695,0.005678,0.173828,0.084732,0.144887,0.092322,0.167992,0.067244,0.063590,0.074167,0.007597,0.001211,0.055812,0.007966,0.037612,0.007290,0.121045,0.000815,0.002018,0.009002,0.061115,0.002649,0.044941,0.013768,0.019406,0.149638,0.037377,0.027821,0.171203,0.003951,0.028057,1.329146,0.426898,0.382844,0.354638,0.329118,0.187572,0.227497,0.200229,0.169588,0.177086,0.168661,0.147659,0.156615,0.007266,0.001389,0.039171,0.010075,0.029695,0.008123,0.066595,0.001569,0.002342,0.012808,0.051764,0.003520,0.013692,240.000000,0.109375,last_sample
0.030089,0.031941,3.026658,0.111757,0.180085,0.184269,0.008267,0.036267,-24.762030,1.962831,0.625294,1.035889,-0.109516,0.168816,0.088885,0.176250,0.151891,0.150027,0.071300,0.084111,0.059482,0.006783,0.001877,0.085897,0.008922,0.038088,0.008825,0.106255,0.000827,0.001711,0.009213,0.033096,0.002425,0.042299,0.027522,0.028128,0.139532,0.040284,0.026716,0.279831,0.005450,0.052226,1.434314,0.379825,0.360601,0.361590,0.338248,0.269483,0.267325,0.173156,0.214300,0.153712,0.137408,0.156423,0.193418,0.006561,0.002516,0.050374,0.014650,0.027283,0.010151,0.054751,0.001272,0.001454,0.012763,0.029755,0.004175,0.010965,240.000000,0.125000,last_sample
0.030331,0.021256,2.992643,0.118788,0.188678,0.173350,0.008324,0.029129,-25.685827,2.161120,0.677291,0.931421,-0.021232,0.251016,0.123592,0.097952,0.081647,0.143308,0.010830,0.020749,0.066040,0.008397,0.001141,0.065434,0.011523,0.041048,0.005392,0.119899,0.000931,0.001923,0.010364,0.039182,0.001954,0.043835,0.016955,0.021460,0.164862,0.032218,0.025883,0.190472,0.003905,0.032188,1.577129,0.452153,0.446085,0.331791,0.321617,0.250862,0.229061,0.219816,0.213348,0.198623,0.156140,0.171806,0.153697,0.007734,0.001209,0.049599,0.013448,0.033596,0.006527,0.072488,0.001594,0.002250,0.008979,0.028433,0.002836,0.013899,200.000000,0.171875,last_sample
0.031881,0.030111,3.023200,0.131483,0.196361,0.192551,0.007156,0.032638,-24.890849,2.083512,0.703590,0.906323,0.014692,0.242439,0.125795,0.120196,0.049610,0.187380,-0.026746,0.108967,-0.003303,0.009454,0.000921,0.067436,0.011356,0.045458,0.003444,0.114899,0.000998,0.001853,0.010785,0.042466,0.002591,0.043629,0.019104,0.024629,0.173700,0.037413,0.025435,0.176528,0.004082,0.036798,1.540391,0.434268,0.464998,0.330926,0.387380,0.255266,0.244581,0.183776,0.186938,0.189149,0.180306,0.152791,0.143011,0.012614,0.000912,0.046827,0.015026,0.032770,0.004324,0.060718,0.001577,0.001987,0.010505,0.033536,0.003410,0.012156,200.000000,0.174603,last_sample
